target_gene,matched_gene,match_rank,match_distance,target_mean_expression,matched_mean_expression,target_sd_expression,matched_sd_expression,target_probe_count,matched_probe_count,matched_mean_log2_delta,matched_direction
FUS,AFTPH,17,0.1112197958365995,8.984166666666667,9.141666666666666,0.15894300484097684,0.15188711916978642,1,1,0.05333333333333338,increase
FUS,APEX1,18,0.11366157788095956,8.984166666666667,8.820833333333333,0.15894300484097684,0.17101080951126146,1,1,0.01833333333333324,increase
FUS,TMEM214,19,0.11540288151308042,8.984166666666667,9.2125,0.15894300484097684,0.1644895686109553,1,1,-0.055000000000000306,decrease
FUS,DDX52,20,0.11610888743575629,8.984166666666667,8.934166666666666,0.15894300484097684,0.1564642470536341,1,1,0.005000000000000189,increase
FUS,NOSIP,21,0.1193062316853525,8.984166666666667,9.125833333333333,0.15894300484097684,0.16816973748585282,1,1,0.04833333333333378,increase
FUS,TMEM35B,22,0.1226064997347406,8.984166666666667,8.725,0.15894300484097684,0.16070865791012212,1,1,0.086666666666666,increase
FUS,TKT,23,0.12384006800915348,8.984166666666667,9.213333333333333,0.15894300484097684,0.16593171286204875,1,1,-0.08333333333333333,decrease
FUS,TM9SF1,24,0.13067832072965704,8.984166666666667,8.76,0.15894300484097684,0.15684387141358105,1,1,-0.01999999999999987,decrease
FUS,API5,25,0.1307056397937444,8.984166666666667,8.981666666666666,0.15894300484097684,0.17533517685400243,1,1,-0.03999999999999974,decrease
FUS,GATAD2B,26,0.1371918484823963,8.984166666666667,8.893333333333333,0.15894300484097684,0.17624019422539786,1,1,-0.10999999999999972,decrease
FUS,ISM2,27,0.1393223676356996,8.984166666666667,8.931666666666667,0.15894300484097684,0.16743157806499143,1,1,-0.10666666666666617,decrease
FUS,ARHGAP21,28,0.14208945723974403,8.984166666666667,8.7475,0.15894300484097684,0.1462951561989415,1,1,0.005000000000000189,increase
FUS,SLC25A5,29,0.14430554820471142,8.984166666666667,8.999166666666667,0.15894300484097684,0.152581324565166,1,1,0.03833333333333311,increase
FUS,PPP1CA,30,0.14584426951086554,8.984166666666667,9.0425,0.15894300484097684,0.1480862770635597,1,1,-0.055000000000000014,decrease
FUS,CNIH1,31,0.14684277337675755,8.984166666666667,8.7025,0.15894300484097684,0.15333415678303278,1,1,0.03833333333333341,increase
FUS,DDX42,32,0.14739419584560792,8.984166666666667,8.741666666666667,0.15894300484097684,0.15526126563332107,1,1,-0.026666666666666988,decrease
FUS,MRPL47,33,0.14945355721586356,8.984166666666667,8.98,0.15894300484097684,0.13751033019046596,1,1,0.09666666666666697,increase
FUS,PHB2,34,0.14984234253568185,8.984166666666667,9.1325,0.15894300484097684,0.1451723114095796,1,1,0.01833333333333324,increase
FUS,MARCHF6,35,0.1500142306738475,8.984166666666667,8.758333333333333,0.15894300484097684,0.17303879403886366,1,1,-0.01999999999999987,decrease
FUS,MIR1307,36,0.15082264572140552,8.984166666666667,8.841666666666667,0.15894300484097684,0.1407017046697363,1,1,0.016666666666666313,increase
FUS,FBXO11,37,0.15107207506031578,8.984166666666667,8.855833333333333,0.15894300484097684,0.14196403727278206,1,1,-0.08499999999999996,decrease
FUS,AKIRIN2,38,0.15145584490319747,8.984166666666667,8.9875,0.15894300484097684,0.16399140775718035,1,1,0.05166666666666675,increase
FUS,PLBD1,39,0.1558726909459208,8.984166666666667,8.9425,0.15894300484097684,0.18101356051663414,1,1,0.008333333333332563,increase
FUS,SEL1L,40,0.1565984216697955,8.984166666666667,9.074166666666667,0.15894300484097684,0.18082931848636305,1,1,0.004999999999999893,increase
FUS,UXS1,41,0.15710062147558018,8.984166666666667,8.665,0.15894300484097684,0.1637348188660276,1,1,-0.05333333333333338,decrease
FUS,TES,42,0.15741678116335295,8.984166666666667,9.033333333333333,0.15894300484097684,0.15859229221975182,1,1,-0.016666666666666902,decrease
FUS,COMMD3,43,0.15844211678941,8.984166666666667,8.731666666666667,0.15894300484097684,0.15104685205310156,1,1,0.033333333333333805,increase
FUS,SPRING1,44,0.1630213079332557,8.984166666666667,9.170833333333334,0.15894300484097684,0.15222342033001923,1,1,0.1083333333333331,increase
FUS,OGFOD1,45,0.16394377101025823,8.984166666666667,8.77,0.15894300484097684,0.17761040100583766,1,1,0.11333333333333269,increase
FUS,C21orf91,46,0.1663348276058484,8.984166666666667,9.28,0.15894300484097684,0.15828627689899544,1,1,-0.006666666666666821,decrease
